Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,All_NBA_Pos,Win_Prop
Steven Adams,C,26,OKC,58,58,1564,8.2,13.8,0.591,0.0,0.1,0.33299999999999996,8.1,13.7,0.593,3.4,5.7,0.59,6.1,10.8,16.9,4.4,1.6,2.0,2.7,3.5,19.7,123.0,106,Center,0.0411946446961895
Bam Adebayo,PF,22,MIA,65,65,2235,8.9,15.7,0.5670000000000001,0.0,0.3,0.077,8.9,15.5,0.5760000000000001,5.2,7.5,0.69,3.6,11.3,15.0,7.3,1.7,1.9,4.0,3.6,23.1,117.0,106,Forward,0.042224510813594233
LaMarcus Aldridge,C,34,SAS,53,53,1754,10.7,21.7,0.493,1.7,4.3,0.389,9.0,17.4,0.519,4.3,5.2,0.8270000000000001,2.8,7.9,10.7,3.5,1.0,2.4,2.0,3.5,27.4,115.0,113,Center,0.027806385169927908
Nickeil Alexander-Walker,SG,21,NOP,41,0,501,7.1,20.9,0.33899999999999997,3.7,10.8,0.342,3.4,10.1,0.336,1.6,2.6,0.607,0.7,6.6,7.4,6.8,1.0,0.6,3.7,4.2,19.5,91.0,113,Guard,0.028836251287332648
Grayson Allen,SG,24,MEM,30,0,498,7.4,16.5,0.449,3.1,8.5,0.363,4.3,8.0,0.541,2.8,3.3,0.857,0.5,5.7,6.2,4.0,0.6,0.1,2.2,3.4,20.7,111.0,115,Guard,0.032955715756951595
Jarrett Allen,C,21,BRK,64,58,1647,7.7,11.9,0.6459999999999999,0.0,0.1,0.0,7.7,11.8,0.654,4.2,6.8,0.62,5.6,11.8,17.4,2.4,1.1,2.4,2.1,4.1,19.6,130.0,105,Center,0.030895983522142123
Kadeem Allen,SG,27,NYK,10,0,117,7.9,18.3,0.43200000000000005,2.1,6.7,0.313,5.8,11.7,0.5,2.9,4.6,0.636,0.8,2.9,3.7,8.7,2.1,0.8,3.3,2.9,20.8,106.0,114,Guard,0.021627188465499485
Al-Farouq Aminu,PF,29,ORL,18,2,380,3.2,11.0,0.29100000000000004,1.2,4.6,0.25,2.1,6.4,0.32,2.4,3.7,0.655,3.1,8.1,11.2,2.7,2.3,1.0,2.2,3.5,10.0,88.0,107,Forward,0.030895983522142123
Justin Anderson,SF,26,BRK,3,0,17,2.8,16.7,0.16699999999999998,0.0,8.4,0.0,2.8,8.4,0.33299999999999996,2.8,5.6,0.5,0.0,5.6,5.6,0.0,0.0,2.8,0.0,5.6,8.4,50.0,110,Forward,0.030895983522142123
Kyle Anderson,PF,26,MEM,59,20,1140,5.7,11.5,0.493,0.7,2.5,0.258,5.0,8.9,0.56,1.8,2.7,0.652,2.2,8.3,10.5,5.4,1.9,1.3,2.3,3.5,13.7,111.0,109,Forward,0.032955715756951595
Ryan Anderson,PF,31,HOU,2,0,14,6.6,23.2,0.28600000000000003,3.3,16.6,0.2,3.3,6.6,0.5,0.0,0.0,0.0,0.0,23.2,23.2,6.6,3.3,0.0,3.3,3.3,16.6,78.0,98,Forward,0.0411946446961895
Giannis Antetokounmpo,PF,25,MIL,57,57,1763,16.2,29.5,0.547,2.2,7.0,0.306,14.0,22.5,0.622,9.4,14.8,0.633,3.4,16.9,20.3,8.5,1.5,1.5,5.4,4.5,43.8,116.0,96,Forward,0.05458290422245108
Kostas Antetokounmpo,PF,22,LAL,3,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5,9.5,9.5,0.0,0.0,0.0,0.0,0.0,226.0,110,Forward,0.05046343975283213
Thanasis Antetokounmpo,SF,27,MIL,18,2,93,9.3,17.7,0.528,0.0,3.4,0.0,9.3,14.3,0.655,3.4,7.4,0.467,5.4,3.9,9.3,4.4,2.9,1.0,5.4,6.4,22.1,99.0,101,Forward,0.05458290422245108
Carmelo Anthony,PF,35,POR,50,50,1623,8.5,19.9,0.426,2.1,5.7,0.371,6.4,14.2,0.447,3.3,3.9,0.843,1.8,7.4,9.2,2.3,1.2,0.7,2.6,4.2,22.4,102.0,115,Forward,0.029866117404737384
OG Anunoby,SF,22,TOR,63,62,1897,6.7,13.3,0.507,2.1,5.4,0.381,4.7,7.8,0.593,1.5,2.2,0.6859999999999999,1.9,6.7,8.6,2.5,2.2,1.1,1.9,3.9,17.0,113.0,104,Forward,0.04737384140061792
Ryan Arcidiacono,PG,25,CHI,58,4,930,4.7,11.4,0.409,2.8,7.1,0.391,1.9,4.2,0.439,1.4,2.0,0.711,1.0,4.7,5.7,5.0,1.4,0.2,1.9,5.0,13.5,111.0,113,Guard,0.02265705458290422
Trevor Ariza,SF,34,TOT,53,21,1493,4.6,10.5,0.43799999999999994,2.5,6.7,0.37200000000000005,2.1,3.8,0.556,2.0,2.4,0.838,1.1,6.9,7.9,2.9,2.2,0.5,1.8,3.6,13.7,114.0,112,Forward,0.03333333333333334
D.J. Augustin,PG,32,ORL,49,6,1215,6.3,15.9,0.39299999999999996,2.4,7.0,0.345,3.9,9.0,0.43,5.6,6.3,0.885,0.7,3.7,4.4,9.0,1.2,0.0,2.8,2.1,20.5,114.0,114,Guard,0.030895983522142123
Deandre Ayton,C,21,PHO,30,25,996,12.1,22.1,0.5479999999999999,0.0,0.1,0.0,12.1,22.0,0.552,2.9,3.7,0.769,5.8,11.3,17.1,2.7,1.0,2.4,3.4,4.6,27.1,110.0,108,Center,0.026776519052523172
Dwayne Bacon,SG,24,CHO,39,11,687,6.2,17.8,0.348,1.4,4.9,0.284,4.8,12.9,0.373,2.6,3.9,0.66,1.1,6.2,7.3,3.8,1.7,0.1,2.7,3.8,16.3,86.0,114,Guard,0.02368692070030896
Marvin Bagley III,PF,20,SAC,13,6,334,11.4,24.4,0.467,0.6,3.2,0.182,10.8,21.2,0.51,3.7,4.5,0.8059999999999999,4.2,9.9,14.2,1.5,0.9,1.8,2.6,6.3,27.0,102.0,110,Forward,0.028836251287332648
Lonzo Ball,PG,22,NOP,56,47,1817,6.6,16.0,0.41200000000000003,3.5,9.2,0.38299999999999995,3.1,6.7,0.45299999999999996,1.0,1.7,0.5670000000000001,1.6,7.2,8.8,10.0,2.0,0.8,4.4,2.8,17.7,105.0,111,Guard,0.028836251287332648
Mo Bamba,C,21,ORL,60,0,868,7.4,15.9,0.46799999999999997,2.1,5.8,0.35600000000000004,5.3,10.0,0.534,1.7,2.6,0.674,5.5,11.3,16.8,2.4,1.2,4.8,2.4,6.5,18.7,111.0,103,Center,0.030895983522142123
J.J. Barea,PG,35,DAL,26,4,391,9.2,22.2,0.413,3.6,9.4,0.382,5.6,12.8,0.43700000000000006,2.1,2.2,0.9440000000000001,1.2,4.7,5.9,12.3,0.5,0.2,4.3,3.1,24.0,110.0,115,Guard,0.0411946446961895
Harrison Barnes,PF,27,SAC,64,64,2231,7.1,15.5,0.45899999999999996,2.0,5.3,0.38299999999999995,5.1,10.2,0.498,4.3,5.3,0.8029999999999999,1.3,5.4,6.7,3.3,0.8,0.2,1.7,1.8,20.6,116.0,115,Forward,0.028836251287332648
RJ Barrett,SG,19,NYK,56,55,1704,8.3,20.8,0.402,1.8,5.6,0.32,6.5,15.1,0.43200000000000005,4.5,7.3,0.614,1.4,6.5,8.0,4.1,1.6,0.5,3.5,3.5,22.9,95.0,114,Guard,0.021627188465499485
Will Barton,SF,29,DEN,58,58,1916,8.6,19.0,0.45,2.8,7.4,0.375,5.8,11.6,0.498,2.6,3.4,0.767,2.0,7.4,9.4,5.5,1.6,0.7,2.3,3.1,22.5,112.0,110,Forward,0.044284243048403706
Keita Bates-Diop,SF,24,TOT,39,0,665,6.2,14.5,0.428,2.2,6.6,0.33,4.1,8.0,0.509,3.4,4.8,0.71,1.5,6.4,7.8,2.1,1.2,1.5,1.0,2.7,18.0,112.0,113,Forward,0.03333333333333334
Nicolas Batum,SF,31,CHO,22,3,505,2.8,8.0,0.34600000000000003,1.4,4.9,0.28600000000000003,1.4,3.2,0.43799999999999994,0.9,1.0,0.9,2.5,7.4,9.9,6.5,1.7,0.8,2.2,4.1,7.8,107.0,112,Forward,0.02368692070030896
Aron Baynes,C,33,PHO,42,28,934,9.3,19.3,0.48,3.0,8.5,0.35100000000000003,6.3,10.8,0.5820000000000001,2.8,3.8,0.747,3.6,8.4,12.0,3.4,0.5,1.2,2.5,7.1,24.4,113.0,113,Center,0.026776519052523172
Kent Bazemore,SF-SG,30,TOT,64,21,1604,5.5,14.8,0.374,2.3,6.8,0.342,3.2,8.0,0.401,3.3,4.2,0.768,0.7,7.6,8.3,2.5,2.1,1.2,2.5,5.4,16.7,96.0,111,Forward,0.03333333333333334
Darius Bazley,PF,19,OKC,53,8,909,4.7,12.3,0.38299999999999995,1.6,5.4,0.3,3.1,7.0,0.446,1.7,2.5,0.6809999999999999,1.1,9.4,10.5,1.6,1.1,1.9,2.1,2.4,12.7,90.0,108,Forward,0.0411946446961895
Bradley Beal,SG,26,WAS,57,57,2053,13.5,29.6,0.455,3.9,10.9,0.353,9.6,18.7,0.515,8.8,10.4,0.8420000000000001,1.2,4.3,5.5,7.9,1.6,0.5,4.4,2.9,39.6,113.0,117,Guard,0.024716786817713696
Malik Beasley,SG,23,TOT,55,14,1209,9.1,21.3,0.425,4.3,11.0,0.38799999999999996,4.8,10.3,0.465,2.2,2.6,0.818,0.7,5.2,5.9,3.0,1.6,0.3,2.3,3.1,24.5,105.0,113,Guard,0.03333333333333334
Marco Belinelli,SG,33,SAS,52,0,779,6.5,16.7,0.391,3.5,9.6,0.368,3.0,7.2,0.42200000000000004,2.0,2.5,0.78,0.2,5.3,5.5,3.9,0.6,0.1,1.0,2.5,18.6,108.0,118,Guard,0.027806385169927908
Jordan Bell,C-PF,25,TOT,29,0,256,6.4,12.2,0.522,0.7,2.2,0.33299999999999996,5.6,10.0,0.564,3.4,5.6,0.613,5.4,9.3,14.7,2.9,0.5,1.8,3.8,3.4,16.9,108.0,112,Forward,0.03333333333333334
DeAndre' Bembry,SG,25,ATL,43,4,915,5.3,11.6,0.456,0.8,3.3,0.231,4.5,8.3,0.546,1.3,2.4,0.542,1.7,6.0,7.7,4.1,2.8,1.0,3.1,4.3,12.7,95.0,112,Guard,0.02059732234809475
Dragan Bender,SF,22,TOT,16,3,286,6.8,15.2,0.446,2.5,7.1,0.349,4.3,8.1,0.531,1.6,2.3,0.7140000000000001,2.6,9.4,12.0,4.6,0.7,1.5,3.5,6.9,17.6,102.0,110,Forward,0.03333333333333334
Dāvis Bertāns,PF,27,WAS,54,4,1583,7.8,18.0,0.434,5.9,13.9,0.424,1.9,4.1,0.47100000000000003,3.1,3.6,0.852,1.0,6.2,7.2,2.7,1.1,1.0,1.7,4.1,24.6,120.0,117,Forward,0.024716786817713696
